filename,board_accuracy,full_fen_match,num_mismatches
1b1b2K1-1r6-2P4p-1b1p4-4N1k1-3B2Q1-2q5-2N2q2.jpeg,0.9219,False,5
1B1b4-1Q2b3-8-6rn-3NK3-7k-2r5-8.jpeg,0.9688,False,2
1b1B4-2b3PK-7P-8-1BP4k-4P3-8-8.jpeg,1.0,True,0
1b1B4-3b1PPn-8-6b1-n2R3r-2K5-8-3Rk3.jpeg,1.0,True,0
1b1b4-3q4-n6k-3b3R-Q7-1K3p2-1n6-1N3QRb.jpeg,0.9062,False,6
1B1B4-4R3-2R2p2-K7-8-3b3r-2Q4P-R2k4.jpeg,1.0,True,0
1B1b4-6P1-P2BK3-8-5PR1-nPr5-N4k1P-8.jpeg,0.9219,False,5
1B1b4-8-8-2B5-3b4-1B2p1K1-8-6k1.jpeg,0.9531,False,3
1b1B4-8-K3N3-b1B5-8-k4P2-8-3n1B2.jpeg,0.9531,False,3
1b1b4-Kn6-2Pk4-8-5p2-7n-7n-8.jpeg,1.0,True,0
1b1bB3-8-1P4k1-8-8-2K3r1-8-5bQ1.jpeg,0.9688,False,2
1B1BK3-7b-3Np3-4N3-2p1r2P-2r5-8-5k1b.jpeg,0.9688,False,2
1b1bK3-8-8-7r-1p5B-r4NkQ-8-6N1.jpeg,0.9844,False,1
1B1bq2B-1P2R2B-K7-6B1-2N5-5r2-N7-5Rk1.jpeg,0.9844,False,1
1b1K1B2-2p5-b2n4-6k1-8-5rN1-2b5-8.jpeg,0.9844,False,1
1b1K2R1-5PR1-7p-6p1-4k3-8-6b1-8.jpeg,0.9531,False,3
1B1K3k-8-8-2r4R-2b5-8-7b-8.jpeg,0.9531,False,3
1b1k3N-8-5P2-N2p2N1-8-1Q6-3N4-K1Q3r1.jpeg,0.9531,False,3
1B1K4-1bb3Bb-4P3-5R2-R7-8-8-6k1.jpeg,0.9844,False,1
1B1K4-1p5N-7p-1qp5-n1P5-8-6k1-b7.jpeg,0.9531,False,3
1B1K4-2b5-8-8-R3R2P-5k2-N3R1r1-1r2RR2.jpeg,0.9531,False,3
1B1K4-3B4-3p4-8-4k3-6p1-2B5-nq6.jpeg,0.9844,False,1
1B1K4-3N1k1P-6Q1-3r1n2-8-3p1NNN-8-3b2rR.jpeg,0.8594,False,9
1B1K4-3P4-6k1-1p6-6p1-8-7p-3B4.jpeg,0.9688,False,2
1B1K4-4n3-4P3-8-4Q1r1-3nk3-r7-4N3.jpeg,0.9688,False,2
1B1K4-6k1-2b2N2-4R3-7B-2pr4-2R1P3-n4n1n.jpeg,0.9688,False,2
1b1K4-8-1NR1P3-8-5B2-8-7k-8.jpeg,1.0,True,0
1b1K4-8-2R2B2-3qk2n-8-1B6-R4P2-4Q3.jpeg,0.9531,False,3
1b1K4-R5k1-4r2N-8-8-8-8-Q7.jpeg,0.9531,False,3
1b1KN3-7B-2R5-4kr1r-1Q6-2Q1pr2-2B5-4n3.jpeg,1.0,True,0
1b1Kq3-P3p3-2pnQ3-2b5-8-r4p2-3p4-3B3k.jpeg,0.9844,False,1
1B1N1B1n-4K2k-2n5-3P4-B7-2b5-2p3N1-rN5n.jpeg,1.0,True,0
1B1n1r2-8-8-1n5b-3r4-8-5k2-2K5.jpeg,0.9531,False,3
1b1n2B1-3K3N-7N-8-3pB3-P2N4-1Qrk4-n4n2.jpeg,0.9219,False,5
1B1n2r1-R5r1-p4P1P-5p2-2Br4-B7-7k-4K1B1.jpeg,0.9844,False,1
1B1n4-2p1b3-P1K1PBR1-2b4k-6B1-8-8-BN6.jpeg,0.9531,False,3
1b1N4-3K4-8-8-1N6-2r1r2k-8-8.jpeg,0.9531,False,3
1b1n4-3q4-6n1-8-5K2-3Q4-8-1r5k.jpeg,0.9688,False,2
1B1n4-3QB2R-R1K4k-2n5-2Q4n-6b1-1P6-6B1.jpeg,1.0,True,0
1B1N4-3R4-n2b4-8-8-b2P4-5b2-2K1b2k.jpeg,0.9844,False,1
1b1n4-4BKP1-8-1r5n-3p1k2-3p4-3P4-6r1.jpeg,0.625,False,24
1b1N4-5K1k-3p4-3r2b1-1n6-8-3r1n2-2QQ4.jpeg,0.9219,False,5
1B1N4-7k-1rP4N-1b6-6n1-5n2-2Q1K2P-r2B4.jpeg,0.9688,False,2
1b1N4-7k-4b3-8-8-8-3P4-3K4.jpeg,0.9375,False,4
1b1N4-8-2K5-1nr2p2-Nn6-1RQ5-8-R5rk.jpeg,0.9844,False,1
1B1N4-8-8-1K6-8-8-5N1k-8.jpeg,0.9531,False,3
1b1N4-8-8-2N1N3-P7-p7-4r1k1-3K4.jpeg,0.9688,False,2
1b1N4-8-8-7k-3K1Pp1-8-8-3B4.jpeg,0.875,False,8
1b1n4-N7-7R-8-2K1p1p1-N3b3-B1p2PP1-3k4.jpeg,0.9062,False,6
1B1Nk3-3n4-2B5-4bb2-K4B2-4r2p-6R1-1r6.jpeg,0.5938,False,26
1B1nkB2-1K6-3p2p1-8-P2b4-8-8-3N4.jpeg,0.9219,False,5
1b1NN3-3N3p-3k4-8-1K4b1-2R5-5r2-5N1B.jpeg,0.9688,False,2
1B1nR3-1K6-8-1R6-2P1k1n1-2P4p-5B2-6qb.jpeg,1.0,True,0
1b1nr3-p3N3-Bp6-1q6-2K1k3-B7-1P6-N7.jpeg,0.8906,False,7
1b1Q1B1R-8-r7-K2n4-q7-1P2k2N-8-BQ2N3.jpeg,0.9688,False,2
1B1Q2B1-8-1K6-8-3k4-6B1-nP3P2-8.jpeg,0.9219,False,5
1b1Q4-3K1NP1-B7-8-R4N2-3r4-4q3-1N1k4.jpeg,1.0,True,0
1b1qb3-4r3-5k2-8-8-2R5-8-2K5.jpeg,0.9062,False,6
1B1qR3-8-8-K1N5-6n1-8-7P-5k2.jpeg,1.0,True,0
1b1R1B1n-4Rk2-3n4-5P2-2n5-8-5n1R-1K2R1q1.jpeg,0.9844,False,1
1b1r1N2-3K4-1B4n1-6Rk-3N4-2b4r-1Qq1P3-7b.jpeg,0.9219,False,5
1B1r1r1N-5R2-8-1b1p4-N1Np4-2KB2R1-3p4-7k.jpeg,1.0,True,0
1B1r2B1-2P5-4Q3-6rN-4K2B-8-2R3k1-4R3.jpeg,0.9688,False,2
1B1R2N1-4NKr1-P1b5-7p-1p5b-p4R2-4n3-6k1.jpeg,0.9844,False,1
1B1r3B-6q1-5N2-3N2n1-3q4-4K3-6k1-7R.jpeg,0.9375,False,4
1b1r3n-Q1q1rk2-5NN1-8-2r5-6B1-B4P1N-1K6.jpeg,1.0,True,0
1B1R3R-3k3P-7R-b1R3Bb-1Q6-1KP5-1R4q1-8.jpeg,0.9688,False,2
1b1r4-1K5q-1P2p2P-8-5B2-2Pb4-3k4-4QB1b.jpeg,0.875,False,8
1B1R4-1n1q2pk-8-6BR-6Nb-8-N7-3K4.jpeg,0.9844,False,1
1B1r4-1n6-8-2PK1k2-2B5-5R1R-6n1-8.jpeg,0.9844,False,1
1B1r4-2B5-8-6k1-8-3K2r1-8-3R4.jpeg,1.0,True,0
1B1R4-6P1-b4K1r-1q6-4bPr1-4B1k1-3B2P1-8.jpeg,0.8906,False,7
1B1R4-6r1-3B2k1-7Q-R1rK4-1p2N3-8-2n1nb2.jpeg,1.0,True,0
1b1r4-8-8-1p6-1q1K2k1-p7-1p5P-8.jpeg,0.9688,False,2
1b1r4-8-8-4k3-b7-1K6-4P3-8.jpeg,0.9219,False,5
1B1R4-r2n4-r7-RQ3b2-1p6-3b4-3k4-K7.jpeg,0.9219,False,5
1B1Rn2q-8-1p6-4B3-8-3n2B1-Pr6-1KRbRk2.jpeg,0.9844,False,1
1B1rQR2-1K6-1p2n3-8-3R2p1-8-7b-2k4q.jpeg,0.8281,False,11
1b2B1b1-n6K-8-B4b2-3R1n2-2b1P3-5R2-R5Rk.jpeg,1.0,True,0
1B2b1Bk-7n-p7-K7-8-1b6-p7-8.jpeg,0.9688,False,2
1b2b1R1-1Q4bP-1r6-3n4-2nK4-2P1R2b-Q7-7k.jpeg,1.0,True,0
1B2b2R-2K2p2-P2R4-2k3R1-6q1-Q7-1b4p1-n7.jpeg,0.9688,False,2
1B2B3-3r4-8-4K3-1N6-4k3-8-2B5.jpeg,1.0,True,0
1b2B3-4N3-8-K7-8-pk3p2-8-8.jpeg,0.9531,False,3
1B2B3-5N2-1b5p-5n2-2brPk2-6b1-3P1b2-4K1N1.jpeg,0.9219,False,5
1B2b3-8-4r3-K7-4k1P1-6Q1-8-8.jpeg,1.0,True,0
1B2b3-8-8-6r1-NK4k1-P1N5-4b2P-n7.jpeg,0.9531,False,3
1B2b3-8-K1r5-6p1-3k2r1-2p5-NN3pn1-3R4.jpeg,1.0,True,0
1b2b3-8-K3B3-8-k2q4-2B2p2-8-8.jpeg,0.9688,False,2
1B2B3-bk6-8-K7-1P2n3-8-3N4-3r4.jpeg,0.9375,False,4
1b2Bn2-3n4-1B6-6rk-r4q1N-1n6-1P2N3-2R2K2.jpeg,1.0,True,0
1B2bR2-K2Q2n1-Q7-2Bk4-8-2N5-q1n2b2-1Br5.jpeg,0.9844,False,1
1b2k1n1-K2Bp3-2r5-3rn3-1N6-4R3-8-R1n5.jpeg,0.6406,False,23
1b2k2b-6p1-6b1-n4r1R-1K6-8-1R6-1b5R.jpeg,1.0,True,0
1b2K2k-8-2r5-8-8-3n4-P7-8.jpeg,0.9688,False,2
1b2K2R-8-N7-7k-5P2-8-8-8.jpeg,0.9844,False,1
1B2k3-1KBP2b1-8-4P3-P7-1P4r1-8-8.jpeg,1.0,True,0
1b2K3-1rN5-r1p2Q2-3n3r-8-3N1k2-7P-6B1.jpeg,0.9844,False,1
1b2K3-8-6k1-P7-8-2PR4-3p4-8.jpeg,0.9844,False,1
1b2k3-8-6r1-8-RRp5-8-1BK5-B3b2B.jpeg,0.9688,False,2
1b2K3-8-8-8-4k3-8-8-n5r1.jpeg,0.9844,False,1
1B2K3-8-q3P1pk-8-2R2bRQ-7B-N1q5-5R2.jpeg,0.9219,False,5
1b2K3-Rr6-8-8-4p3-p3k3-3N2P1-8.jpeg,1.0,True,0
1B2KB2-8-8-5k2-p7-2P5-3p4-8.jpeg,1.0,True,0
1B2N1N1-bN6-5B2-5N2-n3R3-3r4-8-4K1bk.jpeg,1.0,True,0
1b2n2k-K7-2N1r3-4R3-1r6-3q4-Q6b-8.jpeg,1.0,True,0
1b2n2N-1P6-2n5-1K6-nN5Q-4bk2-8-7b.jpeg,1.0,True,0
1b2N2r-8-2K5-8-7P-8-3k4-3n4.jpeg,0.9375,False,4
1B2n3-4K2n-p4p2-6B1-8-1p3q1k-2P2q2-N5r1.jpeg,1.0,True,0
1b2N3-4pK2-3q4-8-2n1Q3-2P2k2-8-6Q1.jpeg,1.0,True,0
1B2N3-5B2-n2P2r1-8-4QK2-8-1P1N1k2-6Q1.jpeg,0.9219,False,5
1B2N3-8-1r1Kr3-1N4r1-6k1-8-8-1N5R.jpeg,1.0,True,0
1b2n3-p1p5-8-5K2-P7-5k2-8-8.jpeg,0.9844,False,1
1B2N3-Q2K4-8-r1B5-8-B1r5-7k-b7.jpeg,1.0,True,0
1B2nn1k-1K3B1P-5N1R-2N3Nn-8-8-4p1p1-8.jpeg,1.0,True,0
1B2nn2-8-8-nK4n1-8-4P3-1p2k3-8.jpeg,1.0,True,0
1b2nr2-8-3K2k1-8-5p2-b7-8-8.jpeg,0.9688,False,2
1b2Q3-1K6-3B4-nNk3Q1-2nb4-1q4p1-p7-6q1.jpeg,0.9531,False,3
1b2q3-1P1K4-6N1-7k-8-8-8-8.jpeg,0.9844,False,1
1b2Q3-1p3K2-8-8-1B2N3-P4p2-2p1n1kn-8.jpeg,0.9844,False,1
1b2Q3-5k2-2b4B-5n2-8-4K3-4p3-8.jpeg,0.9688,False,2
1b2Q3-8-4n2r-3Kp1P1-1P1R1B1n-1B5r-6kQ-8.jpeg,0.9844,False,1
1b2Q3-K7-5PP1-1N3k2-B3P3-8-4n3-2r3Q1.jpeg,0.9375,False,4
1b2q3-N6N-2R3Q1-4P1p1-8-8-1b6-1r1K1R1k.jpeg,0.9531,False,3
1B2qq2-2K5-8-5n2-7p-6k1-8-8.jpeg,0.9844,False,1
1b2R1K1-1pR5-3q4-8-3r3N-1B1NN2n-7k-6r1.jpeg,0.9688,False,2
1B2r2k-2N3B1-8-r7-1p3N2-8-K7-8.jpeg,0.9219,False,5
1B2R2K-2N5-1b4p1-1R6-3p2p1-3pP3-8-5Brk.jpeg,1.0,True,0
1B2R2k-5b2-P7-3K4-4N3-4B3-3QQPPN-4B2r.jpeg,1.0,True,0
1B2r3-1B6-K7-8-3q4-1r1k4-7r-2R1r3.jpeg,0.9844,False,1
1B2r3-3PP3-3p1R1K-P4bp1-8-3P1NN1-4P3-7k.jpeg,1.0,True,0
1b2R3-4r1P1-N7-2nk3b-8-8-8-2K4r.jpeg,0.9531,False,3
1b2r3-8-1Pp5-6B1-2p2Q2-1RP1K3-5P2-3Bn1k1.jpeg,0.8906,False,7
1b2r3-K7-5P1b-3n3p-5k2-1n3n2-8-2N5.jpeg,0.9062,False,6
1B2R3-P7-8-3N2P1-5n2-4P3-1R3K1k-2q3b1.jpeg,0.9688,False,2
1b3B1b-K5k1-5p2-4p3-2p1n3-4R2b-2r5-1r6.jpeg,0.8906,False,7
1B3B1k-7b-P2p3r-4Q3-8-1n6-2N3K1-7b.jpeg,0.9375,False,4
1b3B2-1K6-5n2-8-8-2k4B-5b2-7r.jpeg,0.9531,False,3
1B3B2-2b4k-6bp-2Bn4-1Q4Q1-4N3-1KR5-3r1q2.jpeg,0.9531,False,3
1B3b2-2p3b1-2K1q3-1P6-1b6-1Rq5-8-bb3k2.jpeg,0.9531,False,3
1B3B2-3r4-8-8-5K2-1R5k-6R1-4R3.jpeg,0.9531,False,3
1b3b2-7B-b2K3q-n3p3-N2k4-7P-6nP-6Rr.jpeg,0.625,False,24
1b3B2-8-1P6-6k1-3RP3-8-2K1q2p-5b2.jpeg,0.9688,False,2
1B3B2-8-3K4-1Q2B2k-8-8-B7-3q4.jpeg,1.0,True,0
1B3B2-8-8-1K4k1-8-8-8-4n1nB.jpeg,1.0,True,0
1b3b2-8-8-8-3r1K2-8-5k1n-1r6.jpeg,0.9531,False,3
1b3B2-8-K7-4k3-8-r7-8-8.jpeg,0.9844,False,1
1B3Bb1-8-2K3k1-8-3P4-8-5r2-2R3N1.jpeg,0.9531,False,3
1b3bQ1-2K5-bP1R2r1-2n4R-2k5-4PP2-1R6-B7.jpeg,0.9844,False,1
1B3bqk-6B1-1B2P1K1-7R-8-4pPp1-brr5-8.jpeg,0.9844,False,1
1B3Br1-1q1P4-4qB2-8-7b-6k1-3rP3-5K2.jpeg,0.9219,False,5
1B3bR1-3n3R-K4b2-8-k7-8-8-8.jpeg,0.9375,False,4
1b3k1R-1K3b1N-8-8-8-1Pn2p2-8-5R2.jpeg,0.9688,False,2
1B3K2-1P6-8-2b5-5r2-3b4-8-5k2.jpeg,0.9688,False,2
1b3K2-1PP4R-8-4P3-2bp4-2P4n-B3R1Qk-8.jpeg,1.0,True,0
1b3k2-3b3b-r6r-8-8-2p5-2K1n3-1b5q.jpeg,0.5156,False,31
1b3K2-4B3-4qQ2-q5Q1-P7-8-RB5k-q7.jpeg,0.9531,False,3
1b3k2-5Qp1-8-K7-8-8-8-8.jpeg,0.9531,False,3
1B3k2-8-5nrN-4pRpR-2Q2b2-1n4B1-1p6-4K3.jpeg,0.9844,False,1
1b3k2-8-8-8-8-K7-2np4-8.jpeg,1.0,True,0
1B3K2-B7-7n-1bP5-8-8-2q5-1Q5k.jpeg,0.8906,False,7
1B3k2-P6P-8-8-3K1R2-NPrN3P-2B4P-N1b5.jpeg,0.625,False,24
1B3kR1-4b1P1-2K5-N6P-4b3-2r4N-5B1R-8.jpeg,0.875,False,8
1b3n1k-1p6-8-8-4q3-1B2K3-8-8.jpeg,0.9531,False,3
1b3n2-1B6-7p-Nn6-KP1nk3-2P5-1p6-1BR5.jpeg,0.9844,False,1
1b3N2-4k3-2N3r1-1N2b1q1-2K1q1n1-3P4-2P5-3b1B2.jpeg,0.8594,False,9
1b3N2-4rr2-nNR1b3-8-b3k3-KB6-b2p4-3b4.jpeg,0.875,False,8
1b3n2-6q1-4b2p-8-8-5k2-2rKppQ1-8.jpeg,1.0,True,0
1B3N2-7r-2K3kr-8-5p2-4B1B1-1P6-8.jpeg,0.9531,False,3
1b3N2-8-3Q4-8-2k1r1qR-2p5-3r4-KB1n2B1.jpeg,0.9375,False,4
1b3nR1-1q5r-1N6-p2k4-6P1-p4N2-3qr3-2K5.jpeg,0.9531,False,3
1b3q1B-4k3-8-2qp3N-b7-1r4P1-K5B1-5N2.jpeg,1.0,True,0
1b3q1k-7b-7q-K2P2P1-5p2-8-5Q2-4N3.jpeg,0.9375,False,4
1B3q2-2k4P-8-1QB5-5b2-K7-6B1-1R6.jpeg,1.0,True,0
1b3Q2-4pP1k-Q3P3-3q4-8-PbRR4-2p5-2K5.jpeg,0.9844,False,1
1b3qB1-8-6k1-6q1-8-5K2-2b5-7B.jpeg,0.8906,False,7
1B3Qn1-3K4-1r6-7p-3r3B-5kbp-7B-3B4.jpeg,1.0,True,0
1B3R1k-2P1R2R-5p2-3P4-5q2-1p3K1p-2P4n-8.jpeg,0.9375,False,4
1B3r1r-3QQ3-bq4b1-5k2-1p3n2-8-2p2pP1-K7.jpeg,0.9844,False,1
1b3r2-1P6-2B4R-K2b4-1Nk5-3b3N-1n6-5N2.jpeg,0.5781,False,27
1B3r2-1P6-8-1N5P-8-8-6P1-K3k3.jpeg,0.9844,False,1
1B3R2-4K3-5r2-8-4P3-6r1-8-6k1.jpeg,1.0,True,0
1B3R2-K2p4-b7-7n-p7-8-1R2k2r-n7.jpeg,1.0,True,0
1B3r2-Nn6-3N4-1K6-6r1-1k6-6p1-8.jpeg,0.9844,False,1
1b3rN1-8-3K4-8-8-PP3N2-8-7k.jpeg,1.0,True,0
1B3rq1-8-8-7r-2n5-3K4-1r6-2Q4k.jpeg,1.0,True,0
1B4b1-2p2B2-1B5k-8-5B2-8-5p2-1K6.jpeg,0.9688,False,2
1b4b1-5b2-8-8-6K1-8-8-4R1k1.jpeg,0.9531,False,3
1B4B1-5b2-K7-8-k5N1-1Q4R1-P2P3B-3Nb3.jpeg,1.0,True,0
1B4B1-6k1-3P4-5B2-p1PP4-5K2-8-8.jpeg,1.0,True,0
1b4B1-8-2n2R1b-K6n-8-6k1-8-4q3.jpeg,0.9375,False,4
1b4b1-8-7k-1R2p2B-4K3-1Q2BP1n-3B4-8.jpeg,0.9375,False,4
1B4B1-p4n2-3pP1k1-5P2-3Q4-8-P2r4-K6n.jpeg,1.0,True,0
1B4bk-1K1Pn2n-8-8-2r3PP-5p2-1p6-5Q2.jpeg,0.9844,False,1
1B4bk-1r5r-8-8-r1KNq3-8-b4r2-R3r3.jpeg,1.0,True,0
1b4bk-6R1-8-8-2K3B1-8-8-8.jpeg,0.9844,False,1
1B4BN-8-n4k2-2R1n3-8-RKq1b3-1p6-5r2.jpeg,0.9375,False,4
1b4K1-1RBN4-8-8-4P3-1B1N4-5R1p-1b4kb.jpeg,0.8438,False,10
1b4k1-4B3-8-rB2PK1R-2p5-5PP1-1Br5-2R5.jpeg,0.9688,False,2
1B4k1-6bq-6R1-8-P5Np-Kpn1P3-8-1n5R.jpeg,0.8281,False,11
1b4K1-7R-6Qn-2R3k1-4B3-5P2-8-5B2.jpeg,0.5938,False,26
1B4k1-8-7B-Bp1p4-p7-8-2P3N1-K7.jpeg,1.0,True,0
1b4n1-1B3b2-8-1K4r1-6R1-2n5-8-b3k1R1.jpeg,0.9375,False,4
1B4N1-1R4R1-4n1Bp-4R3-2K4b-4k3-8-n1B4N.jpeg,0.9531,False,3
1B4n1-2b5-1PR1Pk2-1Q1b4-8-1r6-1KB1p2b-6N1.jpeg,1.0,True,0
1B4N1-3P1Pb1-4bk2-K7-7P-2Np4-P7-1B3N2.jpeg,0.9375,False,4
1B4n1-4p1q1-4RNR1-5r1p-1K5k-2R2r1P-8-7R.jpeg,0.9219,False,5
1b4n1-8-1K3P2-8-B2P4-8-1b6-5k2.jpeg,0.9531,False,3
1b4N1-8-5K2-R5P1-7k-5N2-8-4N1b1.jpeg,0.875,False,8
1B4n1-N7-2K4p-3R1Nk1-Q2n4-6b1-7P-8.jpeg,0.9844,False,1
1b4Nk-1Pq2B2-3K1b2-1B2Q3-2N5-4R3-8-3bB3.jpeg,0.9062,False,6
1B4q1-3p2N1-1R6-6k1-2p5-n5n1-8-5K2.jpeg,1.0,True,0
1b4q1-5Pk1-8-6p1-5p2-p4pN1-5K2-8.jpeg,0.9531,False,3
1b4Q1-7k-N6r-8-K5p1-5qB1-1rr5-8.jpeg,0.875,False,8
1B4Q1-7r-p2P1NN1-6k1-3K3p-4N3-8-8.jpeg,0.8438,False,10
1B4q1-K7-7p-6Q1-3p4-8-4q3-6Bk.jpeg,0.9844,False,1
1B4q1-p7-3B4-n7-8-1K4r1-2Q5-7k.jpeg,0.9531,False,3
1B4Qb-5N1b-8-2k3r1-2r5-7P-1Kn5-7r.jpeg,1.0,True,0
1B4r1-1n6-n7-b3R3-R7-8-K4k2-8.jpeg,0.9375,False,4
1b4r1-1p3N2-K1Pp2N1-8-PkBbP3-8-3r4-8.jpeg,0.8125,False,12
1B4R1-2K4p-8-8-R3n1k1-8-8-n4r1N.jpeg,0.9844,False,1
1b4R1-2K5-3PB1Q1-n7-8-2R1k2p-P7-R7.jpeg,1.0,True,0
1b4R1-4N3-5B2-4P3-8-1rN4b-2r5-2K1k3.jpeg,1.0,True,0
1b4r1-4rp1N-8-6q1-8-5Bp1-3KQ3-7k.jpeg,0.9375,False,4
1B4r1-5kn1-3B4-8-2b1Q3-B2qq3-1K5p-4n1N1.jpeg,0.625,False,24
1B4R1-7B-8-2K3n1-8-7k-R1r5-1B6.jpeg,1.0,True,0
1B4R1-8-1r2nR2-6R1-2r1Q3-qNK3p1-6N1-B6k.jpeg,0.9688,False,2
1b4R1-8-1Rq1PQ2-N7-8-5r2-2R3P1-2K1k3.jpeg,1.0,True,0
1B4r1-8-2K3r1-2p5-5r2-4k3-BRP5-3rb1Rb.jpeg,0.9844,False,1
1b4r1-K5n1-2k5-8-3R1n1B-8-5N2-N5r1.jpeg,0.9219,False,5
1b4R1-N7-8-1b2k3-pb5Q-5N2-K4p2-6n1.jpeg,0.9688,False,2
1b4r1-Q5Rq-3r4-2Np4-6Bp-P2K3k-1p6-3b4.jpeg,0.6406,False,23
1B4RB-4K1p1-B7-1p2r3-7R-5b1B-3B1kP1-2b5.jpeg,1.0,True,0
1b4rn-2P2P2-B5R1-3p2R1-6k1-4K3-5R1R-N7.jpeg,0.9062,False,6
1b4rR-8-4P3-pN6-4nr1k-1N4p1-1P2K3-2N5.jpeg,1.0,True,0
1b5B-1K5p-2P3n1-1B6-8-3P1p2-2R3Pn-1k6.jpeg,0.9219,False,5
1b5B-1KP3k1-P7-8-7B-3Q4-8-5rN1.jpeg,0.9375,False,4
1b5b-1P3P2-6B1-8-1PK3k1-n3B3-1n2N1bR-8.jpeg,0.9219,False,5
1B5B-2b5-1K5r-6R1-7R-8-1q6-3k1b2.jpeg,0.9844,False,1
1B5b-3pN3-8-K1NN4-2N1n3-8-1Rk3b1-1Nr5.jpeg,0.9219,False,5
1B5B-4K2b-1p6-4pR2-8-8-p4N1N-4kr2.jpeg,1.0,True,0
1b5B-4k3-2r5-5n2-K7-8-8-4BQ2.jpeg,1.0,True,0
1B5B-5k1b-p2b2NP-8-8-p7-1N6-4KQ2.jpeg,1.0,True,0
